Review,Date,Rating
"We just spent the best week at Row NYC. The guy at the front desk, Junior, was super nice and made sure we had a great and memorable stay. The rooms are nice and clean and the lobby area had a great atmosphere. The location of the hotel could not have been better! Right in the heart of it all by Times Square. Walking distance to most things. Would choose Row NYC again any day. Can highly recommend this hotel ",3/22/18,5
"Row NYC Hotel: The entire staff from registration, housekeeping, District M made certain that my stay was the best possible experience. They provided me with great rewards from breakfast to room upgrades showed they want to make certain I will return to the Row on my next visit to New York. I look forward to returning later this year with my family. 4 Stars ",3/22/18,5
The hotel wasn’t too bad except I paid for a city view and didn’t l get this and our toilet was also broken had water coming out the top and was very loud when flushed. Other than that the experience was goo,3/22/18,3
"Location fabulous. Very busy hotel, great value for money. The staff in general were very courteous and helpful. The computerized elevator system excellent, but requires a brief learning curve, because it can be very busy. Hint: sometimes the quickest way down is up first ",3/22/18,4
Great location and ideal for business trip as its simply a clean place to sleep when you have been out the whole day in meetings . The breakfast area is great place as well and overall everyone has a smile on their face which is very important. The place is BUSY though,3/22/18,5
"Cheating with the fees. They lie with the per day rates and hide a 30$ fee per day. It is the last time I use the hotel. It is a pitty. Additionally, if you make them a but review, the page is not including it in the webpag ",3/21/18,5
"If you are a tourists.. this is for you.. busy . Hustle bustle of Times SquareNYC.. it’s a large 25+ floor hotel with 6 elevators . Rooms ok, clean, needs some remodeling, wore heavily.Ok location. Get What you pay for ",3/21/18,2
Hotel good location close to Times Square and surrounding areas. Good location to pick up bus tour stops. Staff friendly and helpful. Continental breakfast included in deal would not have booked it! Rooms tired and could do with updatin,3/21/18,3
"If you need to be in Midtown, Row NYC is a prime location. Good value for the price of the room for NYC hotels. Food options at the Kitchen were great for breakfast. The staff was friendly and accommodating. Only cons were the hallways could be very loud sometimes; the elevators were backed up a lot; and our room sometimes made a very loud noise near the windows. I would still recommend ",3/21/18,4
"This was my second stay at this Historic, convenient and affordable hotel near Times Square. The hotel is newly renovated, hip and NY sized, no complaints. The lobby is crowded times is full of luggage and guests. Our party all received email offers to ""Pre-Check In"" yet the links did not work. Disappointed to find the bathroom quite dirty with hair in the tub, toilet and on the hand towels. It appears the un-used hand towels were never changed between guests. The back of the bed needed some deep cleaning as well if you dared look ",3/21/18,3
Thanks to Cesar my boyfriend and I were upgraded to a king size bed! It was perfect for the snowy New York day we had and made it much more comfortable for us to hangout and be cozy all night. He recommended the ramen in city kitchen because he knew we were in the mood for it! Great hotel to hangout in for the whole night...thanks Cesar!,3/21/18,5
The hotel was in a good location. It had a very pleasant bar with great music. The people working at the hotel were ALL helpful and kind. Anizia was our favorite. She was one of the servers in the bar and called us by our names every day,3/21/18,3
Its on the super busiest spot. Ambience was good. I got an upgraded room. Staffs were good. I came as a solo traveller to explore the nyc for the first time. The staffs guided me well. One advice about the room service: there was no water bottle available in the room.,3/21/18,3
"Location, location, location! This hotel is indeed in a perfect location if you are looking for midtown Manhattan sights, the theaters, or Times Square. My room was cleaned promptly but most everything else I found lacking. It is so small and the extra fees are for what? Since when is enhanced wifi worth $ 30 + a day! The hotel is super noisy and while there is a store, a bar, a lounge area and a food court attached there is also no coffee in the room, no hairdryer, no onsite laundry facilities, no small refrigerators, no free breakfast or newspaper. I never got a call when my room was ready ( or a text)--this hotel caters to short stays and foreign travelers. If you get a great rate then grab it but I am returning to something like Fairfield Inn with a bright lobby. I requested the water bottles they advertise twice and finally got them one night at 12: 40 am! They woke me up to deliver them. Never saw or had knowledge of where in the hotel they could be filled. The location is great and if I got a bargain basement price I would consider it again. If convenience of the bar, lounge and food court is important to you then this is a very good match as you do not have to navigate the streets to eat ",3/21/18,2
The rooms are small but it's in a great location. And the rooms and bathrooms are very clean. Plenty of towels. The service from the staff is above average. Every other hotel should take tips from Row NY on service.,3/21/18,4
"Best location ever... 2 Blocks from times square... Clean, confy, modern cristina T great host! Free Internationals calls! Free WiFiAnd district M and city kitchen great places for food all day... Supe ",3/21/18,4
"This was my second stay. (First was January 2017.) Very good value if all you want is a great location for Broadway shows, clean room with comfy bed and good TV (essential for March Madness). Room is very tight, but quite fine for one. Could be OK for 2 as well if room ambiance isn't a priority. Nice amenities: surprisingly good bar, and the City Kitchen food court just off the lobby. A few things decreased this year's rating from 5 stars to 4 stars: place is extremely busy and worn spots are showing everywhere. Not ""shabby,"" yet, but not ""fresh and new"" like last year, either. Irritating elevator process and they are often full and slow to arrive. Place to store luggage pre and post stay is ""under renovation,"" and inconvenient, though the guys who staff it are terrifically friendly and helpful. Thanks! Overall, ROW is a really good value and I'll stay here again. ",3/21/18,4
"This hotel is in a amazing spot! Definitely one of the best places to stay if you are new to NYC. Very easy to get around the big city from this hotel as you can walk to everything due to this hotel being in a fantastic spot. The front desk were fantastic with allowing us to upgrade our room and providing information about NYC. The room was spacious and comfortable, I was hardly at the hotel due to its fantastic location within the city. One thing I must say is it would be lovely if house keeping could knock before entering the room as we woke up a few mornings during our stay to house keeping trying to get into the room... Overall fantastic hotel and would definitely recommend this hotel to friends or anyone new to the big city!! ",3/20/18,4
Enjoyed the location of hotel in the heart of the theatre district near excellent restaurants. We had an executive suite room and thought it was very spacious and fun for entertaining. Would book hotel again!,3/20/18,4
Enjoyed our stay for a convention at the Javitz center. Anizia who waitresses at the bar was fantastic. She remembered our whole crews names and made our visit very personal. Music was nice with the band on Thursday night. The breakfast options were fantastic,3/20/18,5
"I been traveling to NY in a yearly basis and despite the hotel is in a great location the rooms are very very small, the bathrooms are also way to small. Elevator H door kept malfunctioning. The gym is limited but ok. ",3/20/18,2
"I would use the Row NYC Hotel again. It is in walking distance of Times Square, fine restaurants, and the theater district. I probably saved $300 over one of the chain hotels for the two days I stayed at Row NYC. ",3/20/18,4
"The hotel is so cool, the rooms are so small (but really, as long as I can fit my suitcase in and not trip over it constantly, I'm good) but the location right next to the Theater District, Restaurant Row and Times Square is awesome. Street noise wasn't really an issue for us either. Coming into the hotel at night felt like a party! The elevator situation can get crazy, but the staff is pretty helpful. We loved being able to walk to all the things we were in town to do (see Frozen, visit Gulliver's Gate etc.), a fun place to stay and the energy keeps you hopping! We loved the complimentary water flasks, which came in handy for the kiddos ",3/20/18,4
"The service is friendly, more specifically Rob at the front desk is awesome! This hotel has nice views as well as comfy beds! I highly recommend it to anyone who is considering visiting New York and wants easy access to just about anything around ",3/20/18,5
"Great location in the city for a first time visitor. Friendly staff, clean room with great view of the city. Loved the unique setting of lobby bar. Would definitely recommend for others visiting for the first time. And never seen elevators that move crowds so fast ",3/19/18,5
"Cosy rooms...on the funky side but the hotel needs a major scrub (constantly.. heavy traffic) and their heater in the room kept me up all night, too loud! Metro across the street, and round the corner from Times Square. Location is amazing. Opted for breakfast and it consisted of one fruit, one pastry and a hot drink... cafeteria style but they had like a food market in the lobby and had good selection and plenty of seating. Would go back if they give it a good scrub a dub du ",3/19/18,3
"After a long day of work , the staff went that extra mile . Paola even laughed at my (corny ) joke . It's because of staff like this that we keep coming back ,hence the sixth star ! Centerly located, clean and a hip feel ,definitely a plus  ",3/19/18,5
"My girlfriend surprised me with a 4 night stay in New York for my birthday. The Row was awesome! The room was perfect and the commodities great! We spent my birthday night at the bar there, district M, and had a blast! If you find yourself in the area pop in and see if Anizia is working! She was our server and was super accommodating! Jarrett the bartender poured our shots all night long and needless to say had us having the time of our lives! The next time we’re in New York we will definitely be coming here again ",3/19/18,5
"Great stay at the Row! Rooms were nice, friendly staff and perfect location. Special shout out to district M which is the hotels bar! Killer service and killer drinks! Thanks to anizia for the great service and Jarrett for the amazing drinks :) we will be back! ",3/19/18,5
"We purchased a discounted room online, but the flaws of the room didn’t justify the price—the heating unit was so loud it woke us up throughout the night, there was poor water pressure, we paid a useless resort fee (we weren’t even given the measly water bottles promised), and there was evidence of mold on bathroom ceiling. The only good thing about it was the location ",3/19/18,2
"Anizia at District M. Best bartender in NYC. Make sure you ask for her! Great atmosphere. Friendly people. Check out the menu items for before dinner nosh. You won’t be disappointed in the food, the drinks, and definitely not the scenery. Enjoy ",3/19/18,5
"So... first time in NY and I have to say that Anizia properly welcomed me to Gotham City by serving us drinks, giving solid site-seeing advice and being generally wonderful. Row NYC is great and Anizia makes it perfect. I recommend it ",3/19/18,5
"Had the pleasure of visiting the lobby bar at Row NYC as it was tended by Anizia. She was extremely attentive and very helpful. She is a wealth of knowledge- if you need suggestions for where to eat and visit in the city, she is the one to ask ",3/19/18,5
"I stay at ROW frequently and I am always super impressed by the staff and service in District M. Garret is a dream come true, always friendly and offers me advice on the best places to go in the city! I will definitely be returning to ROW because of the fantastic service offered! Thank you Garret!!!!! You made my stay ",3/19/18,5
"For the price, you can beat the location, cleanliness and customer service. The room was a bit small and couldn't control the extreme heat in the bathroom, but overall very satisfied for our 3 day stay ",3/19/18,4
"My best friend and I come to NYC frequently. When we arrived, our room was not ready so we decided to go to the bar next to the lobby where we were then greeted by Jared. His personality was more than welcoming and he made our first impression one to remember! As we both work in the hospitality industry, first impressions and attitudes are everything! He was friendly and extremely attentive. Because of him we will back to Row NYC! ",3/19/18,5
"We visited this hotel in Oct 2017. Rooms were ok, clean & fresh, but make sure when you book your told about the tax. I don’t agree being charged for free gym ! Who wants to go in the gym when your in NYC !? Our provider made us aware of this nightly charge however some people weren’t & they were having hefty bills left under their doors. ",3/19/18,3
"The hotel was a great experience albeit busy, which was no surprise. No major complaints, and the hotel staff were very friendly/helpful. I’d definitely recommend this hotel to anyone visiting NY - great location, good coffee, etc. ",3/19/18,4
"Ask for rooms away from elevators and stairs and definitely get the breakfast. Rooms are clean and comfortable. I prefer a firmer bed and pillows, but not bad as sheets are soft. Offers a great location ",3/19/18,4
Latonya and Reine were so amazingly kind and helpful at the front desk. Concierge attendants were friendly and knowledgeable and helped us navigate the city easily. I would definitely recommend this hotel and would stay there agai,3/19/18,4
"I had an excellent experience with my stay at Row and would 100% go back, anytime. The rooms were very clean, I stayed in a city-view room with a queen sized bed and the view of the city was amazing! The room was very unique and I had no problems with the wi-fi. Row's staff was very kind and helpful - James Williams, a staff member went out of his way to accommodate us with breakfast and drink vouchers. He was very kind and helpful during our stay at Row. To top it off, the breakfast was incredible! I had an amazing time staying at Row ",3/18/18,5
"I stayed with some family members in this hotel for about 5 days. Overall the room was ok, decent. The location of the hotel is really good. When i did the check in my room wasn’t ready so they gave me 4 free breakfast passes, which i found good until i had breakfast because they didn’t have many options. Other than that i think hotel it’s good if you’re going to be out the whole day. ",3/18/18,3
Recently spent a night at row nyc with my wife and had a phenomenal time thanks to the accommodation of Cesar. He went above and beyond to make sure we enjoyed our stay and have the best night possible,3/18/18,5
"So I’ve been to NY a couple of times but this has by far been my favorite. My best girl friend brought me for four days on my bday which is around St Patrick so it’s been a good experience to be in NY but let me tell you about the 3 people that helped make it an even more memorable experience, at the hotel Row there is a bar called District M or should I say Jared , Brandon and my sweet heart Kelly they made our stay just that little more better for both of us, the total cherry on top of my cake...and the best drinks you could find in NY If you find yourself at District M look for these crazy treo Lov Dominic ",3/18/18,5
"The Hotel is in a good location though the rooms are a little small. We needed some help from customer service and Cristina T. had an amazing attitude to answer ALL our questions. If you are looking for somewhere centric close to the bus, metro, train and also close enough to walk to many attractions, this is the perfect place. ",3/17/18,4
The only positive aspect of this hotel was the location in Times Square. The bed was very uncomfortable with just a mattress. There was no room to turn around in the bathroom. The tv was not centered over the bed. Alot of upgrades would hel,3/17/18,2
Our evening has started out great when we met the bartender Jarrett and a few locals at the bar Jarrett got our rm. Upgraded. Thank you Amanda for the impeccable service. The hotel is awesome! NYC here we come. Slaint,3/17/18,5
"Across the street from a Shake Shack, starbucks on the next block, near penn stations and therefore subway stops. Rooms are nice but small (like most NY hotels). Staff is very friendly and helpful. The elevators are a bit different: you need to push the floor you want, then you get a private elevator to your floor. I like it but it took me a moment to figure that ou ",3/17/18,4
"We really enjoyed our recent stay at Iroquois New York. We did have to ask a few times for what I’d consider “room essentials” (ie toilet paper and glasses) but the internet was great, comfortable beds, and very friendly staff. Would totally stay again. ",3/16/18,4
Hallways were creepy because they’re dimly lit. I stayed alone and felt like I had to call a friend while walking to room. Also heard people screaming from broadway side of room all night and wasn’t well rested at all. The price is great but not sure if it’s worth the weird experience this time. I’ve stayed here before and didn’t encounter any issues.,3/16/18,3
"Blown away by the service, quality of the room and the amazing location of this property. It was super busy at check in, but Zac, our associate, got us settled in quickly and gave us a full run down of all the hotel amenities. The room was beautiful, with a spacious bedroom, huge bathroom and even a small sitting area that looked out right over one of the coolest streets in Manhattan! There are dozens of great restaurants right outside the door, Times Square is just a short block away and there must be two dozen of the top Broadway shows within 4 blocks. Considering the price, this has to be the best value within walking distance to Times Square. We were so happy with our first night we booked two more nights on the back end of our cruise ",3/16/18,5
Such a great stay. I will stay again and refer a friend... Clean and sexy elegant hotel... Cesar checked me in and was super kind. He had a pleasant welcoming energy... The staff offered free gift upon my check in. Thanks,3/16/18,5
"We stayed for a long weekend for my husband's birthday and chose this hotel for the close proximity to Times Square and the shows. The location really is perfect for walking places, and the subway is right on the corner. Depending on where we were heading that day, an easy walk or ride from the hotel.The rooms are tiny, especially the bathrooms, but enough to sleep and shower in. The corner room we had showed a good view of 8th Ave from the 11th floor, but was extremely noisy at night. Constant horns beeping and emergency vehicles going by, so it was a little hard to get sleep in. Our safe needed reset upon arrival, and they promptly came to fix it. Good service and very polite housekeeping also. My only real downside was a lack of plugs on the end table (hard to charge your phone and use it as an alarm if you can't reach it).We grabbed a drink in the lobby bar one night. Definitely not the best drink, but its a nice place to sit and hang out in the rain. We didn't have breakfast included as part of our stay, so I can't comment on that. The elevators were pretty slow and had to jam a lot of people in, as other reviewers noted. Overall, it was the perfect location for us. Close enough to walk to a lot of places (Times Square, shows, Empire State Building, etc) and right next to the subway for more distant places. We would probably stay here again for the location, but probably bring ear plugs to get some rest at night ",3/16/18,4
"COMPLIMENT MARCELO DEL COLI would like to emphasize my sincere thanks to the great professional MARCELO DEL COLL for the dedication and professionalism in all the times I have been staying at this hotel formerly named MILFORD, now ROW, for many years I have the tradition of always going to New York, staying stayed in this hotelThe reason for giving preference to being a host and the way we are treated, including myself, my mother 87 years old, we are very grateful for the caring and the way we are treated, just to give an example, had one day, that after he finished his work, took us to know the neighborhood in which he lives,He is an outstanding professional who deserves a lot of the compliments we are doing, he deserves a prominent place in this company, for the good services provided the organization.All the people that ask me here in Brazil, which hotel stay, I always recommend staying in the Row and look for the MARCELO DELL COL, because the treatment will be of the first level, it is worth knowing this professionalCongratulations MARCELO DELL CO ",3/16/18,5
Room very clean. Pleasant check in staff. We got a free upgrade of our room since a bigger room was available. Disappointed that breakfast wasn't included since it was included the last time I stayed here.,3/16/18,4
"This hotel is PERFECT if you’re not going to be spending all your time in your room, but rather exploring. The rooms are small and simple, nothing luxurious, with everything you could possibly need from free wifi to multiple towels in the washroom to and iron and iron stand even! The window view was not bad either (a beautiful view of Times Square). The winning factor is the LOCATION though. I was attending a few shows in downtown Manhattan and I literally just had to WALK to them because the hotel is so close to all of them. Love ROW, will be back for sure ",3/15/18,4
"Hotel was nearby and accessible; literally a 10 minute walk from times Square and all the major shows we had to attend. Staff was friendly and helpful when making accommodations. Price is reasonable for the rooms and room service provided. Freebies were GREAT and a perfect addition to our experience. Plenty of breakfast places and and restaurants for dinner in the area. I had to catch a show in the Rockefeller plaza and literally just had to wake up, walk ten minutes, and I was there! Overall a really great location, which for us was the main thing. I enjoyed bonding with fellow hotel mates during the elevator trips up and down the floors ",3/15/18,5
"Brought my 17 year old grandson to NYC and stayed at Row. It was perfect for our 5-day visit. Douglas, out hotel associate, was incredibly helpful. Location couldn’t have been better for theatre, subway and food of all varieties. A real deal for the price ",3/15/18,5
"Service was excellent, room was fun and cozy. Bathroom could've been cleaner. We would definitely come back. My daughter thought the beds were incredible and chose to hang out in the room before exploring the city ",3/15/18,4
"We arrived and checked in via the iPad however had to wait in a long line for our room keys as the machine with the ipads didn't work. The lady at the front desk was great and gave us our keys quickly. We arrived in the room and found black mold on the walls in the bathroom. The room was also very hot. When messing with the thermostat the air conditioning would stay on for about a minute and shut off. This lead to us having to mess with it constantly including all night long. We slept with the window open and that still did not cool it down enough. This also led to us not being able to sleep since it is so loud outside (not the hotels fault at all, can't control that). City kitchen within the hotel is great and has a great selection, however, due to the cleanliness and issues with room temp and not being able to sleep we will not be staying again ",3/15/18,2
"DO NOT BOOK!!!!!!!!!!!!!!!!!!!! Horrible service Didn't have my room promised me a deluxe the next day for the innconvienceNext day when checking into the next room made us wait 4 hours for the room to be ready and gave us a standard and told us next time get the name of the person that promised you the deluxe So we changed room and the next room smelled really bad, it was clean tho Turned on the sink and solid stuff fell outTook a long time for the water to get war ",3/14/18,1
"My husband and I stayed at the ROW nyc this past weekend and we were rather impressed. Although there was no doorman to greet us and no one to valet our car upon arrival, which was a bit disappointing, once we got settled in our stay couldn't have been nicer. The food and cocktails in the lounge area were very much above average and we found the staff throughout the hotel to be extremely friendly and helpful. We would definitely recommend the ROW. We'll be back ",3/14/18,5
This place is a dump. For the price I would pay a little more and stay somewhere better. Thank God for the maids and they way they clean the bathroom. Everything else is small and dirty. The front desk make you wait and wait and wait for your room! They need to get it together way more. See pictures do I need to say more Oh and that was the nice vie,3/14/18,1
You can not go wrong with this hotel. Nothing fancy about the rooms but they clean and perfect for the traveler who is in New York to see the sights and not spend all there time in their room. The lobby has a nice bar lounge to grab a drink after running around seeing the sights. Staff was very friendly and helpful. I would definitely recommend this place,3/14/18,5
"Good value hotel and great location. The staff at checkin were pleasant. Bar a bit expensive, but nice to sit and people watch with a drink. I was very impressed that there was good security around too ",3/14/18,5
"Very good place with a first class localisation and very near of the subway , rooms are very clean and big enough , he bar is fine with good drinks and nice music , sometimes we must wait a little bit to long for the lifts next time I come to NYC I'll choose the same hotel ",3/14/18,5
"Very busy hotel great value compared to many other hotels. Nice staff and very cute rooms. Some rooms have great views and more then one window, awesome. The elevator is very strange and hard to get used to, I don't think it works well with this hotel as its the busiest hotel ",3/14/18,4
"The room was very small, extremely loud, cleaning staff knocked in the door at 8am until 11am multiple times. By the way leave ten minutes early because the elevators are awful. So small and they stop at multiple floors even though no one else can fit in the elevator ",3/14/18,2
"This is my second visit to Row, NYC. It is well located close to the theater district and easily walkable to all the fun sites in downtown.The hotel was clean and safe. It also had coffee, breakfast and drinks at night. I felt comfortable walking everywhere. My friend and I walked about 10 miles which gave us time to enjoy sites as we walked. We took a ton of pictures ",3/14/18,4
All rooms are small. Prefer the high floors. Location is a must. Close to the subway and to Manhattan’s main attractions. Junior at the front desk is very helpful and speaks portuguese. Besides that front desk lines are huge. The elevators are packed most part of the times. Be careful with your personal belongs.,3/13/18,3
"We visited The Row for a 5 night stay and were really pleased to be informed there was a room with a good view available. Cesar at reception was very helpful and welcoming. We were told that rooms can be small in this hotel, but if I'm honest our room was perfect. Enough space to get changed and an en suite bathroom. The staff were all very helpful and the maids in particular were very patient when we wanted a lie in. The room was cleaned properly every day with new sheets and towels. The booking stayed free bottled water, but there was a fountain outside the room and cups supplied. The water machine provided boiling and cold water and both tasted filtered.I will add that being in the centre of Times Square, the rooms are noisy. We went prepared with earplugs and slept like babies. The bed was comfortable but the pillows were feather and were not comfortable for me. (hubby liked them though. )The amenities are so close and the train is 2 mins walk and Central Park 15 mins or a stop on the train. I've provided 2 photos of the views from our windows. Hudson River and up 8th Ave ",3/13/18,5
I stay in this hotel any time only thing it needs to be more cleaner Close to everything times square Staff Very nice and helpful I had a fantastic time I even had a drink on the bar My view from fantastic too,3/13/18,5
Great location. Theatres are close by and the subway is around the corner. 2 blocks from Times Square.Not fancy but perfect for a short stay. Rooms are comfortable. Our second stay at this hotel. Great food. The walls are thin and the hallways are a bit noisy but the rates are good for what you get,3/13/18,4
We have just returned home after 6 days in NYC staying at Row. We found the hotel was very pleasant the check in was smooth and security was good. We stayed in Room 1204 this was quite small for 3 persons but clean. We asked for directions at the front desk and found the receptionist very helpfully. We were allowed to have late check out and the receptionist was brilliant her name was Morial (spelling not good). I would recommend this hotel,3/13/18,4
"The best part of our stay at the ROW was the experience with Mr. Junior's guest service, on Saturday night after Storm Riley! We arrived in NY exhausted and not knowing if our reservation was still valid (we were retained in 48hs in Atlanta). Mr Junior was totally understanding, efficient and professional. Without a doubt, the ROW will be highly recommended by me, thanks to its staff composed of dedicated professionals such as Mr Junior and Mr Marcelo Del Col. The rroms are fine and clean ",3/13/18,5
"This place is gross, dirty and beat up. Hallway and rooms smell like smoke, disgusting. Nothing like the pictures, room and beds are tiny. Closet is a joke even by NY standards. Self check in broken and no signs posted so people kept trying without success. Check in process slow and under staffed. Stay awa ",3/13/18,1
Row NYC is perfect ! MARCELO DEL COL we love you! I’d like to say Thanks Thank you very much for your attention! You MARCELO DEL COL is the best ! See you in June ! Congratulations! Row e Marcelo Del Col together make the difference!!! See you ! Thanks! Thanks!!,3/13/18,5
"This hotel is so convenient to Times Square and the theaters. Good quality of restaurants nearby as well. Junior was very helpful at the desk upon check-in and personable. the complementary breakfast was easy to obtain, good seating, and delicious. ",3/13/18,5
"It wasn't the best hotel i've been to in nyc. When I tried to use the self check in kiosk, I completed it all the way until the step to create your own key, the key device didn't work. I like the bathroom tub fixtures but there was a lot of old fxtures (the door was old and the gas heater was old) ",3/13/18,3
Zac at reception was amazing... super friendly and went above and beyond to make our stay special. Room had a great view of Times Square and was spacious. Very convenient location as well. Highly recommended,3/12/18,5
Coming to NYC you have a lot of hotel choices. ROW NYC should be at the top of your list. It's a no frill experience that leaves you with a beautiful clean room and smack dab in the heart of Times Square. I had a room on the 23rd floor. I could leave the window open and get some fresh air while not experiencing all the noise from down below. Room was very clean and the bathroom shower was terrific.,3/12/18,4
Great place to stay and great location. Very modern. Food and service was good. The shower was a little skeevy but other than that we had a great time. Definitely booking this hotel again. Elevator service was a little slow so be prepared. Very high tech and like how the sugar factory was connected to the hotel.,3/12/18,5
"Booked hotel through SnapTravel, and got an amazing deal for a weekend getaway with my boyfriend. No problems with my reservation, check in, or check out. (Love the mobile check in/out) SnapTravel requested a room with a view for me, recieved a room on the 28th floor with a beautiful city view. Best part was it was just around the corner from the broadway theatre we were attending, and in perfect walking distance to so many restaurants / time square. Will stay here again. ",3/12/18,4
Stayed here for 4 nights . First night our door got tried 3x second night kept awake most of the night with the couple next door arguing rather loudly for hours .. cant fault the staff on the front desk as they got us a new room which turned out to be a bigger size and had the best view .. Would've liked a cup of tea at another time other than breakfast . also the resort fees . dont start me on them.. basically paid $138 for wifi that was used only for the few hrs a day we were actually in the room. Resort fees shoud be included in the price at booking not when you arrive and get hit with that to pay on checking out . i didnt use any other facility there it all seems a bit greedy to me just another way to get more money from people . puts you off wanting to come back . shame cos NYC is a great city.,3/12/18,3
"We had to stay here after our trip was rebooked due to poor weather and the company had to change the hotel - so disappointing! If you want a bed to sleep in then that’s what you’ll get here. But it’ll be in a tiny room, grubby carpets, dusty floor in bathroom, panel behind TV was taped up with cellotape. They only provided 3 pillows with 2 people staying in the room (strange if you ask me) however they promptly delivered me an extra when I asked - though on the 3rd day when our room was cleaned they took the pillow back! And it took me a good 2/3 hours to get a new one brought up! Breakfast wasn’t included though not the end of world as location of hotel is only bonus -perfectly central so lots of wonderful places to eat for breakfast! There’s hundreds of rooms in this hotel and as other reviewers say at the busier times (weekends in particular) you can wait an obscenely long time for a lift. I feel like this hotel is just trying to cram as many people in as they can without a care for the experience - the rooms really are a disappointment when this is a special trip! ",3/12/18,3
"Great hotel, great staff, rooms cleaned daily shop not as big as I thought. Would be nice to have tea making facilities in room or a machine in foyer. Being English the time zone meant I was waking up about 1am breakfast not on till 6.30 so along time to wait.5minute walk to times sq ideal location ",3/12/18,4
"Liked the hotel. Bed really comfy. Don't waste your money on the breakfast. Go across the street for an excellent homemade type breakfast. Had to ask for wash cloths multiple days since there were none in the bathroom. Also, get ready for them to overload your email. I finally had to send all of them to spam. The hotel is literally around the corner from ""Phantom of the Opera"" and just a few blocks from Times Square. Overall, I would stay again ",3/12/18,3
"I would not recommend this hotel. The queues to check in were so long, key cards did not work, elevators were a joke...took 15/20 mines each time to use. Heating in the rooms also really poor. Overall experience was not good! ",3/11/18,2
"Hot, hip, accessible, thought-thru hotel right in the middle of the action with a band playing on Thursday nights and exceptional food choices. The rooms are tiny and basic but also fun and again well designed. Stay here with humor and for value and convenience ",3/11/18,4
"The hotel was very cool, really nice rooms, clean bathroom and excellent location close to Times Square but not right next to it, Broadway, food and transportation are a few steps from the hotel. Very easy check in and check ou ",3/11/18,5
"Booked for four nights for a 30th birthday. Marcelo checked us in very pleasant as the staff around reception were talking to each other didn’t acknowledge us. This man was finished his shift saw us and was very helpful. Hotel itself is in a good location right in the middle of everything. As for it’s condition it’s extremely grubby. Truth be told my heart sank when I saw our room. I wore shoes as the carpet looked so bad. The blinds were filthy. Extraction vent in bathroom filthy. It looks like it has been painted again and again just covering up the dirt. Rust around socket plugs. Broken furniture. Never again would I stay here, only for I didn’t want to stress us out and start if the trip by wondering around looking for a hotel I would have moved but it would have just eaten into our time in New York. The lobby area also grubby and so run down. It’s was a major disappointment when this should have been the trip of a lifetime. ",3/11/18,2
The Row is a great value. The hotel is conveniently located to transportation and to cultural venues. The rooms are bright and cheerfully decorated with windows that can be opened. The staff is very helpful. A great place to stay for your stay in NYC,3/11/18,5
"Loved our stay! Stayed for 5 days only and loved every minute of it. Great service and very friendly staff especially from Cristina.T. which was on hand to listen to our needs and to give us informations and advice,despite there were many people. Room was on the smaller size, but was comfortable and clean with fantastic view and timely room service. When in NY next time we will definitely return her ",3/10/18,5
My stay at this hotel was amazing. The room was great and the location is perfect. I wanted to be able to get to and from the city. Douglas at the front desk was very helpful as well. I will come back.,3/10/18,5
"First time staying at Rowe. Nothing but positive experiences. I did not wait long to check in, and I was greeted by Douglas. He is extremely accommodating and polite. Made me feel welcome and was attentive to my needs. I have a great room, and will definitely recommend this place to my friends ",3/10/18,5
First time at this Hotel. Walking distance to everything even in bad weather if you dress correctly. We walked to all 3 plays we saw.And to Central Park & Time Square Also had tickets for taping of The Chew on a rainy morning walked there als,3/10/18,5
"Great hotel. Best location, right in Times Square, very convenient for visiting the Big Apple. Recently renewed. Nice room, super-confortable bed. Helpful staff. Can’t say anything bad about it. Second time I have been, just loved it. ",3/10/18,5
"Junior at check in was amazing, so polite, friendly and helpful. Took his time to explain all of the facilities the hotel has to offer. Once he found out it was our anniversary he upgraded us and sent a fruit plate and bottle of Prosecco to our room. Such a lovely touch. Everyone we came across were extremely helpful and friendly.The location is brilliant - we got the air train then subway in from JFK and we ended up across the street from the hotel. Cannot wait for my third visit in December this time Christmas shopping with a friend!! Thank you to all who made our trip so enjoyable ",3/9/18,5
"Different reasons that made my stay in Row Hotel a great experience: nice staff, very comfortable rooms, great breakfast and coffee and the City Kitchen, a food hall with different restaurants where you can find all day long very delicious food like hamburgers, sushi, lobster, mexican, lebanese.. ",3/9/18,5
"It was really good, a great location, really nice looking, the only bad thing was the price, a little high, and an additional fee of 11 dollars for each received package, room was small but nice and the carpet may need a deeper cleaning ",3/8/18,4
"Wow, first time in New York and couldn't have had a better welcome. How fortunate we were to have Junior serving us. On arrival he decided to move us to a room with a view as it was our first time here. He took so much time going through the map with wonderful practical suggestions as to how to make use of our short break while getting the best value for money. We will back and we will be staying here! ",3/8/18,5
"Great location near theatre's and Time Square. Check in was easy at the kiosk. Nice food court with lots of options in the hotel. We did experience a couple of areas where this hotel fell short. We did not have hot water in our bathroom sink our entire stay despite notifying hotel staff. Also, the rooms were not as clean as I would have expected. Bed linens and shades were dirty. ",3/8/18,3
"I don't appreciate the added fees tacked on at the end. I believe they should ask the guest if they want to use the gym, pool, Wi-Fi, and the phone, don't just add them on your bill. Also, Clean sheets and a clean bathtub would have been nice for a room that cost over $200.00 for one night ",3/8/18,2
